,y_train,train_predict
115,22.95,23.2475
116,23.79,25.114333333333335
117,33.4,31.615333333333336
118,31.97,33.76823529411764
119,32.53,44.38058823529411
120,19.77,21.544444444444444
121,18.13,23.777500000000007
122,33.19,25.114333333333335
123,14.4,13.098749999999999
124,21.78,21.4
125,41.3,41.3
126,35.17,33.76823529411764
127,33.8,33.2356
128,22.84,33.76823529411764
129,73.3,73.3
130,15.52,14.3675
131,36.56,37.866250000000015
132,62.05,65.18578947368421
133,25.51,31.615333333333336
134,35.87,37.866250000000015
135,10.35,9.288064516129031
136,31.54,33.76823529411764
137,42.13,42.097500000000004
138,15.57,14.3675
139,28.63,33.2356
140,18.2,25.114333333333335
141,32.72,30.728749999999998
142,31.74,33.76823529411764
143,39.64,33.76823529411764
144,41.37,41.37
145,36.94,34.5525
146,61.86,61.86
147,24.24,39.712222222222216
148,53.1,50.088
149,40.76,42.097500000000004
150,46.8,46.849999999999994
151,44.33,44.52484848484849
152,25.02,31.615333333333336
153,21.82,17.49857142857143
154,51.04,37.866250000000015
155,31.42,33.76823529411764
156,25.1,33.76823529411764
157,25.69,23.777500000000007
158,44.52,44.52484848484849
159,52.12,49.93416666666666
160,41.72,44.38058823529411
161,10.76,13.098749999999999
162,74.19,65.18578947368421
163,28.68,30.54
164,35.08,36.84
165,56.61,44.52484848484849
166,26.92,25.114333333333335
167,50.6,47.15833333333333
168,46.25,44.52484848484849
169,22.49,26.92
170,17.54,17.765333333333334
171,13.36,13.098749999999999
172,40.56,42.097500000000004
173,12.45,13.098749999999999
174,52.04,53.73199999999999
175,27.22,33.76823529411764
176,46.23,44.650999999999996
177,44.52,52.4575
178,55.25,53.673124999999985
179,26.74,33.76823529411764
180,18.42,21.016
181,55.2,53.673124999999985
182,37.27,37.866250000000015
183,35.23,30.887
184,35.3,31.615333333333336
185,25.37,25.37
186,11.47,17.765333333333334
187,25.62,23.777500000000007
188,17.54,18.24333333333333
189,33.7,30.54
190,31.35,33.76823529411764
191,28.02,33.2356
192,50.46,49.93416666666666
193,33.09,33.0
194,34.77,31.615333333333336
195,31.72,37.866250000000015
196,30.28,28.085
197,26.15,25.114333333333335
198,20.28,17.765333333333334
199,27.23,30.887
200,41.15,42.097500000000004
201,29.55,29.55
202,22.72,22.72
203,56.7,61.70727272727272
204,28.3,27.066666666666666
205,49.77,52.4575
206,64.9,61.70727272727272
207,33.42,44.52484848484849
208,43.01,42.097500000000004
209,17.24,21.544444444444444
210,43.58,33.76823529411764
211,38.22,52.4575
212,59.8,60.65875
213,35.86,37.866250000000015
214,24.43,23.777500000000007
215,66.95,52.4575
216,41.54,42.097500000000004
217,56.5,53.673124999999985
218,39.15,39.712222222222216
219,40.93,44.52484848484849
220,27.04,23.777500000000007
221,26.23,25.114333333333335
222,15.82,16.342
223,21.18,21.544444444444444
224,40.87,40.87
225,41.24,33.76823529411764
226,37.27,33.76823529411764
227,82.6,81.0
228,32.11,31.615333333333336
229,38.6,36.84
230,30.88,30.728749999999998
231,29.93,23.777500000000007
232,12.37,17.49857142857143
233,36.45,38.16
234,16.88,16.88
235,47.97,53.673124999999985
236,24.92,23.777500000000007
237,13.66,9.288064516129031
238,9.74,9.606666666666667
239,6.9,13.43857142857143
240,43.39,37.866250000000015
241,19.99,19.99
242,57.21,44.52484848484849
243,31.35,33.76823529411764
244,32.77,25.114333333333335
245,41.16,33.76823529411764
246,32.66,33.76823529411764
247,49.2,50.13666666666666
248,14.6,17.765333333333334
249,55.5,60.65875
250,72.99,72.32000000000001
251,33.31,30.728749999999998
252,64.9,64.9
253,55.94,55.129999999999995
254,14.94,13.43857142857143
255,45.3,52.4575
256,76.24,72.32000000000001
257,10.73,17.49857142857143
258,13.29,14.3675
259,46.68,53.673124999999985
260,19.01,25.114333333333335
261,28.99,30.887
262,22.63,33.2356
263,36.15,33.76823529411764
264,28.1,31.615333333333336
265,47.71,44.38058823529411
266,14.64,9.288064516129031
267,48.4,48.4
268,36.35,37.36571428571428
269,24.89,33.76823529411764
270,35.34,33.76823529411764
271,46.39,52.4575
272,21.29,13.098749999999999
273,64.9,60.65875
274,33.7,33.76823529411764
275,55.9,46.40166666666667
276,32.84,30.887
277,46.9,46.849999999999994
278,29.59,33.76823529411764
279,60.29,61.70727272727272
280,13.82,13.098749999999999
281,37.36,37.40428571428572
282,66.0,66.0
283,28.24,30.728749999999998
284,53.52,44.52484848484849
285,39.16,33.2356
286,18.13,17.765333333333334
287,4.78,9.288064516129031
288,31.65,33.76823529411764
289,53.9,44.38058823529411
290,34.2,33.76823529411764
291,33.4,31.615333333333336
292,57.22,44.52484848484849
293,76.8,72.32000000000001
294,35.3,31.615333333333336
295,57.92,56.76666666666667
296,49.77,52.4575
297,67.7,72.32000000000001
298,9.73,13.43857142857143
299,41.93,42.097500000000004
300,39.84,37.40428571428572
301,33.42,44.52484848484849
302,52.43,44.52484848484849
303,16.89,9.288064516129031
304,46.23,44.52484848484849
305,49.19,49.93416666666666
306,40.86,33.76823529411764
307,33.3,30.728749999999998
308,35.57,37.866250000000015
309,52.01,50.13666666666666
310,56.62,44.52484848484849
311,21.5,23.777500000000007
312,19.77,18.24333333333333
313,78.8,76.0
314,17.22,13.098749999999999
315,33.73,37.866250000000015
316,24.4,23.2475
317,26.06,21.544444444444444
318,66.7,61.70727272727272
319,6.27,13.499375
320,10.09,9.288064516129031
321,20.73,13.43857142857143
322,39.0,44.38058823529411
323,55.65,53.673124999999985
324,19.99,19.99
325,50.7,53.673124999999985
326,13.4,13.499375
327,19.54,17.49857142857143
328,26.06,25.356666666666666
329,28.8,27.066666666666666
330,31.88,33.76823529411764
331,45.84,44.650999999999996
332,33.21,34.5525
333,29.72,30.887
334,68.75,65.18578947368421
335,34.67,36.54600000000001
336,24.4,25.356666666666666
337,9.13,9.288064516129031
338,44.61,37.36571428571428
339,44.86,33.76823529411764
340,40.66,33.76823529411764
341,63.4,63.4
342,14.7,13.499375
343,32.24,33.76823529411764
344,9.99,9.288064516129031
345,51.33,37.866250000000015
346,33.4,33.2356
347,55.55,56.76666666666667
348,36.99,36.54600000000001
349,44.03,39.712222222222216
350,61.23,60.65875
351,38.0,35.7
352,81.75,52.4575
353,43.06,50.088
354,44.4,37.866250000000015
355,13.57,9.288064516129031
356,66.82,52.4575
357,62.5,61.70727272727272
358,72.1,65.18578947368421
359,10.34,9.288064516129031
360,26.92,25.114333333333335
361,39.3,33.2356
362,49.99,44.38058823529411
363,17.2,17.49857142857143
364,45.37,44.650999999999996
365,15.62,13.499375
366,65.91,65.91
367,22.9,46.40166666666667
368,57.6,53.673124999999985
369,52.45,44.52484848484849
370,38.8,44.52484848484849
371,20.92,23.777500000000007
372,36.59,25.114333333333335
373,34.56,33.76823529411764
374,37.91,33.2356
375,33.36,33.36
376,36.84,36.54600000000001
377,39.38,33.76823529411764
378,39.45,37.40428571428572
379,22.44,24.27333333333333
380,39.49,33.76823529411764
381,24.85,37.866250000000015
382,25.22,24.27333333333333
383,31.35,26.92
384,39.59,33.76823529411764
385,24.1,21.016
386,43.73,44.52484848484849
387,22.32,23.777500000000007
388,17.95,17.955
389,23.22,17.765333333333334
390,11.65,13.499375
391,26.32,26.32
392,43.7,42.097500000000004
393,61.24,60.65875
394,24.28,23.777500000000007
395,52.52,50.088
396,31.64,37.866250000000015
397,41.84,42.097500000000004
398,39.58,38.16
399,22.53,23.777500000000007
400,67.87,72.32000000000001
401,52.91,50.088
402,46.2,46.40166666666667
403,12.54,13.499375
404,45.7,45.7
405,54.9,55.25
406,65.2,61.70727272727272
407,33.72,33.2356
408,45.94,47.15833333333333
409,4.9,9.288064516129031
410,52.83,52.4575
411,23.35,31.615333333333336
412,44.28,44.650999999999996
413,36.94,38.16
414,25.89,28.085
415,22.44,24.27333333333333
416,21.48,17.49857142857143
417,66.6,60.65875
418,55.26,49.93416666666666
419,56.34,53.673124999999985
420,51.02,65.18578947368421
421,6.28,9.288064516129031
422,38.41,44.38058823529411
423,37.91,33.76823529411764
424,43.38,44.52484848484849
425,33.4,35.7
426,44.7,44.455
427,33.8,33.2356
428,47.22,47.46333333333333
429,40.27,49.93416666666666
430,17.34,18.24333333333333
431,32.96,37.40428571428572
432,11.96,9.288064516129031
433,13.12,13.098749999999999
434,35.23,36.54600000000001
435,23.25,33.76823529411764
436,42.35,33.76823529411764
437,13.46,14.3675
438,37.26,33.76823529411764
439,38.11,33.76823529411764
440,23.74,25.114333333333335
441,50.94,52.4575
442,29.22,33.76823529411764
443,48.67,39.712222222222216
444,42.64,33.76823529411764
445,42.22,38.965999999999994
446,13.2,14.3675
447,39.06,38.16
448,39.05,38.16
449,15.61,16.342
450,9.87,13.499375
451,37.42,38.16
452,15.52,13.098749999999999
453,29.39,24.27333333333333
454,41.37,41.37
455,33.72,33.2356
456,17.96,17.955
457,42.8,38.95
458,42.23,42.097500000000004
459,55.02,52.4575
460,22.93,33.2356
461,17.84,17.84
462,44.61,37.36571428571428
463,44.3,33.76823529411764
464,18.75,21.016
465,23.74,25.114333333333335
466,42.29,38.965999999999994
467,8.2,9.288064516129031
468,29.45,33.76823529411764
469,48.99,52.4575
470,60.29,61.70727272727272
471,31.9,33.76823529411764
472,30.45,30.45
473,27.74,17.765333333333334
474,32.01,31.615333333333336
475,27.34,33.76823529411764
476,29.07,37.36571428571428
477,31.02,25.114333333333335
478,47.03,49.93416666666666
479,12.18,13.098749999999999
480,57.03,53.673124999999985
481,33.66,30.728749999999998
482,67.11,67.11
483,37.4,37.866250000000015
484,43.7,38.16
485,14.2,17.765333333333334
486,38.63,33.76823529411764
487,45.37,44.650999999999996
488,40.86,33.2356
489,38.46,37.866250000000015
490,33.27,33.76823529411764
491,46.24,44.52484848484849
492,48.97,53.73199999999999
493,32.04,33.76823529411764
494,47.81,44.52484848484849
495,52.3,65.18578947368421
496,25.18,33.76823529411764
497,33.76,37.36571428571428
498,29.0,31.615333333333336
499,32.88,33.2356
500,41.41,52.4575
501,33.69,37.866250000000015
502,15.05,13.499375
503,45.08,37.866250000000015
504,27.42,27.42
505,19.2,13.499375
506,74.17,65.18578947368421
507,9.31,9.288064516129031
508,14.99,13.499375
509,33.73,30.54
510,23.52,21.544444444444444
511,35.96,38.965999999999994
512,54.77,65.18578947368421
513,40.93,52.4575
514,25.56,25.114333333333335
515,38.33,33.76823529411764
516,55.83,47.15833333333333
517,35.1,38.95
518,75.5,76.0
519,50.53,49.93416666666666
520,38.61,38.965999999999994
521,31.12,39.712222222222216
522,51.02,53.673124999999985
523,36.64,33.76823529411764
524,15.44,13.098749999999999
525,37.81,52.4575
526,14.59,9.288064516129031
527,44.28,44.52484848484849
528,54.32,55.129999999999995
529,24.13,17.765333333333334
530,35.36,31.615333333333336
531,14.5,17.765333333333334
532,15.34,14.3675
533,52.82,52.4575
534,27.66,33.76823529411764
535,37.68,44.650999999999996
536,38.56,37.866250000000015
537,71.62,65.18578947368421
538,30.22,37.866250000000015
539,12.05,9.288064516129031
540,46.93,44.38058823529411
541,39.09,38.16
542,44.13,47.46333333333333
543,40.57,44.650999999999996
544,37.43,37.40428571428572
545,56.4,61.70727272727272
546,31.25,33.76823529411764
547,63.53,52.4575
548,40.39,44.650999999999996
549,33.12,44.38058823529411
550,49.9,60.65875
551,17.28,25.114333333333335
552,51.06,53.73199999999999
553,47.82,44.650999999999996
554,65.2,61.70727272727272
555,11.48,9.288064516129031
556,12.18,12.32
557,26.97,25.114333333333335
558,56.63,52.4575
559,32.76,25.114333333333335
560,20.59,25.114333333333335
561,7.4,7.4
562,40.71,33.76823529411764
563,60.28,65.18578947368421
564,11.85,13.499375
565,71.7,71.7
566,32.4,33.2356
567,35.31,30.887
568,21.86,21.016
569,41.05,33.76823529411764
570,37.36,37.40428571428572
571,6.94,9.288064516129031
572,21.54,33.76823529411764
573,33.8,33.8
574,55.9,46.40166666666667
575,23.7,25.114333333333335
576,6.47,9.288064516129031
577,55.55,53.673124999999985
578,50.95,49.93416666666666
579,49.97,44.38058823529411
580,34.57,34.5525
581,27.83,33.76823529411764
582,34.74,37.866250000000015
583,38.07,44.38058823529411
584,42.42,42.42
585,30.85,37.866250000000015
586,52.61,52.61
587,43.5,39.712222222222216
588,17.6,33.2356
589,13.2,14.3675
590,9.85,13.098749999999999
591,35.3,31.615333333333336
592,7.75,13.098749999999999
593,39.29,38.16
594,48.28,37.866250000000015
595,37.17,44.52484848484849
596,25.46,25.114333333333335
597,10.39,9.288064516129031
598,14.54,17.765333333333334
599,37.33,33.76823529411764
600,10.54,9.606666666666667
601,19.42,13.43857142857143
602,39.0,36.54600000000001
603,73.7,76.0
604,15.09,14.3675
605,33.95,33.2356
606,30.14,30.14
607,29.16,34.01333333333333
608,35.23,30.887
609,41.05,44.52484848484849
610,27.63,33.76823529411764
611,36.97,33.76823529411764
612,21.06,23.777500000000007
613,50.24,53.673124999999985
614,13.22,13.499375
615,45.85,44.52484848484849
616,17.44,17.765333333333334
617,24.0,21.544444444444444
618,31.81,31.1
619,31.18,33.76823529411764
620,52.96,44.650999999999996
621,36.8,33.76823529411764
622,12.55,12.55
623,23.14,23.2475
624,22.14,23.777500000000007
625,32.25,33.76823529411764
626,16.5,25.114333333333335
627,32.9,33.0
628,21.86,21.544444444444444
629,15.57,14.3675
630,43.57,44.38058823529411
631,52.5,47.15833333333333
632,6.88,9.288064516129031
633,29.87,30.887
634,16.28,13.499375
635,27.92,33.76823529411764
636,44.14,47.15833333333333
637,33.01,33.0
638,55.51,52.4575
639,41.05,49.93416666666666
640,47.13,44.38058823529411
641,18.91,17.765333333333334
642,9.56,13.43857142857143
643,50.73,44.38058823529411
644,35.75,38.965999999999994
645,13.52,13.499375
646,12.79,13.43857142857143
647,35.85,37.866250000000015
648,65.91,65.91
649,51.04,47.46333333333333
650,39.4,37.36571428571428
651,21.26,23.777500000000007
652,44.39,44.52484848484849
653,50.66,44.38058823529411
654,25.97,33.76823529411764
655,24.1,27.066666666666666
656,44.28,44.52484848484849
657,29.87,30.887
658,14.31,13.499375
659,55.6,55.25
660,74.99,65.18578947368421
661,26.05,30.54
662,14.2,17.765333333333334
663,47.78,44.38058823529411
664,15.34,16.342
665,21.65,24.27333333333333
666,25.72,37.866250000000015
667,21.95,21.016
668,13.29,14.3675
669,49.2,50.13666666666666
670,33.54,33.76823529411764
671,36.3,31.615333333333336
672,17.57,16.342
673,27.68,25.114333333333335
674,26.91,33.2356
675,67.57,65.18578947368421
676,31.84,33.76823529411764
677,74.5,74.5
678,20.73,23.777500000000007
679,53.96,52.4575
680,48.85,50.088
681,37.43,38.16
682,8.54,9.606666666666667
683,53.66,52.4575
684,30.44,33.2356
685,31.18,33.76823529411764
686,55.64,53.73199999999999
687,30.23,33.76823529411764
688,15.07,13.098749999999999
689,33.02,44.52484848484849
690,36.3,38.16
691,56.83,56.76666666666667
692,42.13,44.52484848484849
693,47.28,39.712222222222216
694,49.8,46.40166666666667
695,10.22,9.288064516129031
696,40.2,40.2
697,39.44,33.2356
698,33.96,37.866250000000015
699,41.68,33.76823529411764
700,33.61,33.76823529411764
701,4.83,9.288064516129031
702,51.72,52.4575
703,79.3,77.96666666666665
704,40.06,33.76823529411764
705,34.29,33.76823529411764
706,77.3,77.96666666666665
707,19.11,21.544444444444444
708,35.76,33.76823529411764
709,30.39,31.1
710,24.29,25.114333333333335
711,27.87,25.114333333333335
712,38.21,38.16
713,45.3,52.4575
714,38.5,37.866250000000015
715,54.9,53.673124999999985
716,7.84,9.288064516129031
717,41.64,41.64
718,17.58,18.24333333333333
719,39.38,38.16
720,36.44,34.01333333333333
