,0
215,66.26242065429688
216,45.889869689941406
217,60.24720764160156
218,41.18225860595703
219,49.80156707763672
220,22.919633865356445
221,29.900184631347656
222,17.372426986694336
223,21.010862350463867
224,46.11484146118164
225,40.50456237792969
226,44.831764221191406
227,79.24207305908203
228,38.9017448425293
229,32.708343505859375
230,33.343406677246094
231,26.257064819335938
232,19.199398040771484
233,43.65675354003906
234,25.263948440551758
235,59.53383255004883
236,25.957992553710938
237,13.4801607131958
238,17.8393611907959
239,12.037662506103516
240,39.93342208862305
241,19.85988426208496
242,51.907249450683594
243,38.00435256958008
244,32.48325729370117
245,39.95707702636719
246,34.8569221496582
247,42.59380340576172
248,14.641977310180664
249,55.67603302001953
250,69.34056091308594
251,35.880157470703125
252,70.7231216430664
253,55.96398162841797
254,16.396169662475586
255,52.58494567871094
256,61.789222717285156
257,10.987771987915039
258,17.467205047607422
259,53.46002197265625
260,25.31010627746582
261,32.893035888671875
262,29.804706573486328
263,38.18018341064453
264,33.04951858520508
265,46.95545959472656
266,14.156888961791992
267,48.33185577392578
268,37.575416564941406
269,32.00672912597656
270,39.00861358642578
271,36.434478759765625
272,19.34390640258789
273,61.10977554321289
274,34.16522979736328
275,43.10176086425781
276,32.68610763549805
277,45.74509811401367
278,36.797664642333984
279,57.89986038208008
280,18.25271224975586
281,37.02721405029297
282,67.949951171875
283,29.446897506713867
284,43.49022674560547
285,37.10237121582031
286,19.535146713256836
287,7.623854637145996
288,34.23738479614258
289,54.182369232177734
290,37.388912200927734
291,39.14373779296875
292,51.88832092285156
293,72.52053833007812
294,38.980960845947266
295,58.35444641113281
296,44.5282096862793
297,59.84103775024414
298,14.332478523254395
299,50.22245788574219
300,32.747100830078125
301,46.505828857421875
302,50.55390167236328
303,16.325149536132812
304,53.53234100341797
305,49.114341735839844
306,44.169891357421875
307,35.782020568847656
308,37.30963897705078
309,39.55603790283203
310,54.427345275878906
311,20.901752471923828
312,25.779268264770508
313,57.3599853515625
314,19.24818229675293
315,37.84804153442383
316,33.92350769042969
317,24.382204055786133
318,73.18974304199219
319,19.996789932250977
320,11.753059387207031
321,17.55067253112793
322,43.200340270996094
323,64.65899658203125
324,19.703624725341797
325,51.0296745300293
326,26.18929100036621
327,22.132171630859375
328,31.60930824279785
329,35.6131706237793
330,34.133914947509766
331,47.86322021484375
332,35.13750076293945
333,31.352052688598633
334,71.16776275634766
335,34.17364501953125
336,28.36985969543457
337,11.07579517364502
338,35.32701110839844
339,35.50565719604492
340,43.495384216308594
341,69.72362518310547
342,21.2486515045166
343,31.7611026763916
344,12.486763000488281
345,46.795692443847656
346,36.65352249145508
347,57.06641387939453
348,33.9992561340332
349,55.288917541503906
350,54.86082458496094
351,37.67889404296875
352,65.18553161621094
353,41.739315032958984
354,46.519561767578125
355,14.284995079040527
356,60.76895523071289
357,64.31761932373047
358,61.46449661254883
359,12.62121868133545
360,30.53252601623535
361,37.26435089111328
362,50.32694625854492
363,20.53554344177246
364,44.771575927734375
365,16.103313446044922
366,61.09325408935547
367,43.10176086425781
368,59.63838195800781
369,51.96586608886719
370,45.640869140625
371,24.65016746520996
372,36.75523376464844
373,36.504817962646484
374,39.72234344482422
375,37.872501373291016
376,37.95702362060547
377,39.87755584716797
378,40.14568328857422
379,28.048864364624023
380,43.04608154296875
381,30.43284034729004
382,29.64995002746582
383,38.374717712402344
384,39.278343200683594
385,29.56099510192871
386,44.29862594604492
387,22.68756866455078
388,25.350780487060547
389,23.794544219970703
390,12.213825225830078
391,24.372234344482422
392,47.37814712524414
393,54.835880279541016
394,25.352983474731445
395,50.80134582519531
396,39.92120361328125
397,48.949527740478516
398,37.8248176574707
399,23.38504409790039
400,58.01741027832031
401,43.97636795043945
402,43.59382247924805
403,14.789399147033691
404,40.203887939453125
405,53.38079071044922
406,65.48423767089844
407,37.596744537353516
408,43.714508056640625
409,8.818923950195312
410,48.25944519042969
411,36.55675506591797
412,40.93684387207031
413,41.51778793334961
414,26.89633560180664
415,28.325281143188477
416,20.92873191833496
417,61.33372116088867
418,56.60707473754883
419,59.51506042480469
420,52.79043960571289
421,9.018403053283691
422,43.74889373779297
423,39.602577209472656
424,44.082420349121094
425,35.501922607421875
426,48.196533203125
427,36.47738265991211
428,48.84381866455078
429,44.70237731933594
430,25.25823402404785
431,35.207664489746094
432,14.37807559967041
433,19.264360427856445
434,33.58230972290039
435,34.002140045166016
436,41.52711486816406
437,13.25403881072998
438,44.98753356933594
439,37.27789306640625
440,26.977170944213867
441,51.1994743347168
442,35.31646728515625
443,46.06965637207031
444,39.75
445,39.153717041015625
446,18.205982208251953
447,38.474273681640625
448,38.54716110229492
449,26.649927139282227
450,15.056528091430664
451,39.814056396484375
452,16.434585571289062
453,36.43580627441406
454,52.17747116088867
455,37.47142028808594
456,25.316722869873047
457,39.9492073059082
458,47.63562774658203
459,49.846309661865234
460,23.709003448486328
461,26.196016311645508
462,35.25288391113281
463,39.88066864013672
464,21.961061477661133
465,26.856061935424805
466,37.01774597167969
467,9.10551643371582
468,37.88931655883789
469,44.785057067871094
470,57.89986038208008
471,34.12964630126953
472,29.217416763305664
473,22.871427536010742
474,37.50700378417969
475,30.996644973754883
476,34.20618438720703
477,28.52437400817871
478,47.88060760498047
479,17.23137855529785
480,57.818504333496094
481,32.906707763671875
482,66.07310485839844
483,39.80523681640625
484,41.44085693359375
485,16.258129119873047
486,41.23423385620117
487,54.6264762878418
488,34.60880661010742
489,45.902870178222656
490,33.6654052734375
491,43.186973571777344
492,50.7419548034668
493,30.607030868530273
494,40.325138092041016
495,45.36814880371094
496,29.613391876220703
497,37.678367614746094
498,36.83381652832031
499,35.36119079589844
500,36.3575325012207
501,32.647850036621094
502,19.4764461517334
503,50.633506774902344
504,28.5677547454834
505,20.438753128051758
506,73.46917724609375
507,10.830465316772461
508,19.46573829650879
509,34.58717346191406
510,24.335302352905273
511,39.808982849121094
512,62.82878494262695
513,47.69843292236328
514,31.279420852661133
515,40.93279266357422
516,52.938507080078125
517,36.47802734375
518,70.16285705566406
519,54.300575256347656
520,45.08490753173828
521,32.99850082397461
522,57.818504333496094
523,39.3243408203125
524,20.84242820739746
525,37.72698211669922
526,13.305497169494629
527,44.68345642089844
528,55.47088623046875
529,29.37361717224121
530,36.55675506591797
531,16.2402400970459
532,17.320735931396484
533,48.36493682861328
534,35.85383605957031
535,42.94655990600586
536,38.15747833251953
537,73.6689453125
538,39.53746032714844
539,12.547944068908691
540,48.41115188598633
541,41.816436767578125
542,49.7991828918457
543,45.20183563232422
544,36.977081298828125
545,60.00346374511719
546,32.398887634277344
547,66.42271423339844
548,44.901145935058594
549,40.03472900390625
550,58.23756408691406
551,15.932424545288086
552,50.32213592529297
553,51.11259460449219
554,65.48423767089844
555,13.985125541687012
556,18.15749168395996
557,27.910964965820312
558,57.11000061035156
559,32.40598678588867
560,21.789920806884766
561,14.252490997314453
562,38.53929901123047
563,51.46455383300781
564,15.924417495727539
565,72.01909637451172
566,37.52435302734375
567,32.665916442871094
568,29.04798126220703
569,45.06958770751953
570,37.1055793762207
571,9.583944320678711
572,25.938413619995117
573,38.62932586669922
574,43.10175704956055
575,27.522897720336914
576,10.294898986816406
577,60.98015594482422
578,52.24242401123047
579,54.11527633666992
580,31.79706382751465
581,29.86313247680664
582,44.555442810058594
583,39.34401321411133
584,42.15751647949219
585,43.48529052734375
586,49.21330261230469
587,39.08087158203125
588,26.00324058532715
589,18.154935836791992
590,15.080992698669434
591,38.980960845947266
592,15.679800033569336
593,45.27427673339844
594,45.497833251953125
595,35.67693328857422
596,22.115379333496094
597,11.971871376037598
598,26.057188034057617
599,35.662872314453125
600,14.139083862304688
601,16.145605087280273
602,39.165374755859375
603,69.77902221679688
604,20.96438217163086
605,33.373844146728516
606,26.3215389251709
607,21.849130630493164
608,24.038299560546875
609,50.66217803955078
610,30.29997444152832
611,39.25004196166992
612,24.449748992919922
613,53.38602066040039
614,16.7456111907959
615,39.091400146484375
616,20.018098831176758
617,24.412078857421875
618,25.285499572753906
619,38.45305633544922
620,57.0048713684082
621,40.988460540771484
622,17.181442260742188
623,26.159189224243164
624,22.516969680786133
625,31.758668899536133
626,22.675395965576172
627,25.303964614868164
628,24.65188217163086
629,22.05994415283203
630,44.09556198120117
631,49.580474853515625
632,10.389893531799316
633,28.16878318786621
634,18.5515079498291
635,29.877567291259766
636,54.00695037841797
637,25.29701805114746
638,51.40605163574219
639,44.61658477783203
640,48.478878021240234
641,17.46730613708496
642,18.22527313232422
643,50.39059066772461
644,45.08490753173828
645,15.852439880371094
646,17.83188819885254
647,40.91753387451172
648,61.166770935058594
649,58.70075607299805
650,25.093122482299805
651,19.398828506469727
652,49.815277099609375
653,50.68174743652344
654,26.835437774658203
655,32.542640686035156
656,44.8927116394043
657,28.17473793029785
658,17.818164825439453
659,46.31331253051758
660,57.96757125854492
661,31.343862533569336
662,17.195249557495117
663,45.30686569213867
664,23.228029251098633
665,28.03058433532715
666,35.49229431152344
667,28.476499557495117
668,17.557132720947266
669,42.59380340576172
670,38.69215393066406
671,43.6520881652832
672,27.3836727142334
673,33.16044235229492
674,37.46882629394531
675,62.66181564331055
676,34.293914794921875
677,72.35980987548828
678,25.507143020629883
679,52.39134979248047
680,43.864036560058594
681,46.09343719482422
682,16.324914932250977
683,50.117103576660156
684,30.892343521118164
685,38.51909255981445
686,51.97477722167969
687,33.759483337402344
688,17.45720672607422
689,41.311805725097656
690,37.947410583496094
691,55.49887466430664
692,45.77494430541992
693,58.32597732543945
694,36.855831146240234
695,11.01294231414795
696,49.91000747680664
697,48.660743713378906
698,41.23387145996094
699,36.924560546875
700,34.72203826904297
701,8.88989543914795
702,43.745750427246094
703,71.53276062011719
704,37.704498291015625
705,35.64404296875
706,69.665283203125
707,20.55775260925293
708,36.88492202758789
709,26.264354705810547
710,24.895517349243164
711,29.73227882385254
712,38.539405822753906
713,52.577945709228516
714,37.95823669433594
715,61.38479232788086
716,11.138721466064453
717,45.685115814208984
718,24.618385314941406
719,50.050697326660156
720,22.963836669921875
721,48.10408020019531
722,55.8438835144043
723,29.286170959472656
724,34.26787185668945
725,55.14990234375
726,33.15156555175781
727,28.776670455932617
728,46.80169677734375
729,20.87771987915039
730,69.665283203125
731,28.919313430786133
732,21.205562591552734
733,40.327308654785156
734,18.53562355041504
735,64.0971450805664
736,40.48200988769531
737,47.49305725097656
738,16.59764862060547
739,30.178958892822266
740,25.854951858520508
741,50.967403411865234
742,38.949363708496094
743,18.4537296295166
744,52.876686096191406
745,64.17830657958984
746,64.42466735839844
747,42.900020599365234
748,51.00868606567383
749,28.763866424560547
750,10.983556747436523
751,31.254098892211914
752,28.894100189208984
753,14.053876876831055
754,55.33717346191406
755,45.08269119262695
756,24.48997688293457
757,32.081817626953125
758,68.54618072509766
759,19.045793533325195
760,32.821990966796875
761,32.40476608276367
762,26.643850326538086
763,71.53276062011719
764,63.948265075683594
765,46.098228454589844
766,24.6651554107666
767,38.980960845947266
768,35.717350006103516
769,37.76960754394531
770,30.798904418945312
771,22.62406349182129
772,31.386127471923828
773,50.571144104003906
774,43.39561080932617
775,57.89986038208008
776,29.574113845825195
777,22.976037979125977
778,42.24909973144531
779,50.06205749511719
780,47.338340759277344
781,51.9088134765625
782,17.601791381835938
783,17.3323974609375
784,37.19029998779297
785,4.820801258087158
786,28.822803497314453
787,41.068565368652344
788,35.678123474121094
789,45.76387023925781
790,15.119640350341797
791,11.73681354522705
792,39.55603790283203
793,58.650611877441406
794,32.91378402709961
795,47.12172317504883
796,63.995872497558594
797,34.83540344238281
798,44.33195495605469
799,39.179840087890625
800,29.31508445739746
801,48.81195068359375
802,43.15814971923828
803,35.68736267089844
804,21.865690231323242
805,15.607362747192383
806,21.118120193481445
807,13.148841857910156
808,39.69660949707031
809,42.2611083984375
810,61.82579803466797
811,26.442211151123047
812,18.099760055541992
813,64.17830657958984
814,28.187162399291992
815,39.17726135253906
816,39.790836334228516
817,27.72271728515625
818,39.80752944946289
819,44.423194885253906
820,27.195722579956055
821,58.163238525390625
822,62.7685546875
823,27.71917152404785
824,9.008785247802734
825,50.48261642456055
826,9.605916976928711
827,45.84187316894531
828,48.566871643066406
829,27.540334701538086
830,41.19953536987305
831,33.91856384277344
832,52.16781997680664
833,57.818504333496094
834,15.879395484924316
835,14.08200454711914
836,23.389036178588867
837,37.98212814331055
838,62.7685546875
839,34.52705001831055
840,47.20857238769531
841,43.26859664916992
842,17.47589874267578
843,48.10362243652344
844,71.53276062011719
845,34.89985656738281
846,39.17631149291992
847,71.16777038574219
848,21.71605110168457
849,32.639183044433594
850,68.4296646118164
851,34.782623291015625
852,61.63759231567383
853,16.382352828979492
854,34.36424255371094
855,50.32286834716797
856,33.2730598449707
857,34.14362335205078
858,37.968624114990234
859,26.77140235900879
860,41.0869255065918
861,34.528289794921875
862,40.06281280517578
863,48.819480895996094
864,27.784318923950195
865,28.283456802368164
866,37.796234130859375
867,64.31269073486328
868,57.695335388183594
869,66.03773498535156
870,46.74126434326172
871,66.56922149658203
872,60.26105499267578
873,26.7022762298584
874,33.79015350341797
875,28.915386199951172
876,31.854684829711914
877,25.19695472717285
878,49.95964813232422
879,19.069740295410156
880,57.8778076171875
881,44.16575622558594
882,45.893001556396484
883,66.4513168334961
884,34.06330490112305
885,30.76360321044922
886,25.011545181274414
887,55.38764572143555
888,41.2694206237793
889,50.06732177734375
890,17.51070213317871
891,40.295738220214844
892,18.3574275970459
893,38.8836784362793
894,62.75822448730469
895,18.12223243713379
896,35.19288635253906
897,44.09282302856445
898,58.1989631652832
899,43.556617736816406
900,17.366979598999023
901,65.48423767089844
902,18.12293243408203
903,44.46595764160156
904,54.66392517089844
905,12.91025161743164
906,23.57944679260254
907,24.539630889892578
908,30.10590171813965
909,39.28349304199219
910,63.16556167602539
911,15.971197128295898
912,41.37796401977539
913,56.436126708984375
914,35.55497360229492
915,34.081443786621094
916,51.95273208618164
917,15.260093688964844
918,10.223511695861816
919,75.78094482421875
920,43.74933624267578
921,69.72755432128906
922,40.97125244140625
923,25.145009994506836
924,29.141977310180664
925,42.867156982421875
926,50.951515197753906
927,23.29738426208496
928,48.800384521484375
929,17.498014450073242
930,47.462337493896484
931,43.9921875
932,39.55603790283203
933,48.9439697265625
934,37.739662170410156
935,29.304712295532227
936,23.025033950805664
937,17.407363891601562
938,17.193849563598633
939,36.73191833496094
940,26.088003158569336
941,55.736019134521484
942,29.909439086914062
943,12.92492961883545
944,16.120328903198242
945,36.335086822509766
946,64.17830657958984
947,44.57184982299805
948,65.53753662109375
949,6.854308605194092
950,13.922039031982422
951,48.937686920166016
952,26.036901473999023
953,32.9366455078125
954,69.665283203125
955,27.027549743652344
956,34.92155075073242
957,39.23305892944336
958,17.223154067993164
959,37.58098602294922
960,22.934492111206055
961,41.80695343017578
962,35.281700134277344
963,40.98970031738281
964,20.859437942504883
965,66.22571563720703
966,41.37796401977539
967,22.812360763549805
968,71.53276062011719
969,62.72936248779297
970,32.06892776489258
971,17.97739028930664
972,36.68360900878906
973,65.53753662109375
974,63.29203796386719
975,28.31639289855957
976,16.166772842407227
977,35.35486602783203
978,35.66391372680664
979,49.54196548461914
980,16.0968017578125
981,41.85906219482422
982,27.614465713500977
983,20.94405174255371
984,19.195363998413086
985,51.05381774902344
986,24.152524948120117
987,52.365966796875
988,14.064988136291504
989,22.05293846130371
990,43.498878479003906
991,37.00300598144531
992,17.694093704223633
993,22.66952133178711
994,45.2830696105957
995,32.66712951660156
996,53.297481536865234
997,61.61351776123047
998,65.53753662109375
999,39.14373779296875
1000,45.231529235839844
1001,13.228930473327637
1002,38.03538131713867
1003,19.9822940826416
1004,31.924692153930664
1005,31.97078514099121
1006,38.71198272705078
1007,31.647239685058594
1008,38.76859664916992
1009,42.8137092590332
1010,17.397422790527344
1011,22.633319854736328
1012,19.602792739868164
1013,34.478355407714844
1014,53.622432708740234
1015,13.873706817626953
1016,30.808191299438477
1017,63.99909210205078
1018,38.42599105834961
1019,43.10176086425781
1020,39.719661712646484
1021,75.32308197021484
1022,48.55015563964844
1023,43.73759460449219
1024,35.160091400146484
1025,55.126380920410156
1026,34.96987533569336
1027,21.306238174438477
1028,42.59381866455078
1029,57.21357727050781
